customer_id,age,annual_income,loan_amount,credit_score,transaction_count,spending_ratio,default_flag,repayment_history,regional_risk_index,local_unemployment_rate,annual_income_missing_flag,credit_score_missing_flag,join_year,join_month,join_day,education_level_encoded,gender_encoded,region_East,region_North,region_South,region_West,loan_purpose_Business,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,credit_score_flag,repayment_history_quantile_bin,transaction_kmeans_bin,debt_to_income_ratio,average_monthly_transactions,spending_to_income_ratio,spending_log,spending_reciprocal,spending_sqrt,annual_income_boxcox,loan_amount_yeojohnson,join_weekday_encoded,income_group_encoded,employment_type_Salaried,employment_type_Self-Employed,employment_type_Unemployed
CUST013,-0.2199999999999998,-0.559020545867462,-0.5641827517388845,1.1759717314487639,0.7751937984496124,-0.7173669775095994,0,-0.6666666666666666,0.0,0.0,0,0,-0.8333333333333334,0.8,0.0967741935483871,0.0,-1.0,1,0,0,0,1,0,0,0,0,1,-0.5,0.8,-0.4253754856347868,0.7751937984496124,-0.7173669775095994,-1.0624547737040348,1.5785587823117235,-0.8779763405335388,-0.7909773547939893,-0.7983011589858897,0.75,-0.5,1,0,0
CUST014,0.6066666666666668,1.8899688524900369,2.93844503061649,0.0028268551236755543,0.05167958656330749,1.5619089413055396,0,0.0,0.46153846153846156,0.538461538461538,0,0,0.16666666666666666,0.32,0.03225806451612903,-1.0,0.0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.7168873431103222,0.05167958656330742,1.5619089413055394,1.231092227594372,-0.9827672999988627,1.3809323693345785,1.1739859404866626,1.3113176407545934,-0.25,2.5,0,1,0
CUST015,0.5400000000000001,2.416914796437882,0.09388640585118348,0.4268551236749123,0.661498708010336,1.3110257816785518,0,-0.6666666666666666,-0.9230769230769231,-0.9230769230769234,0,0,0.8333333333333334,-0.32,0.22580645161290322,0.0,-1.0,0,0,0,1,1,0,0,0,0,1,-0.5,0.8,-1.1005216278184005,0.6614987080103357,1.3110257816785515,1.0811331867480378,-0.8952776597318487,1.1873647145586796,1.355513221049304,0.08895197068387788,-0.5,2.5,1,0,0
CUST016,0.6733333333333335,-0.590200012184602,-0.44757108489798314,-0.13851590106007003,0.8165374677002584,-0.6821722435545801,0,0.6666666666666666,-0.5384615384615384,-0.461538461538462,0,0,0.8333333333333334,-0.32,-0.41935483870967744,-2.0,-1.0,0,1,0,0,0,0,0,1,0,0,1.0,0.8,-0.13348575215873354,0.8165374677002583,-0.6821722435545801,-0.9931414991440425,1.4453762432597526,-0.8278410298988287,-0.8515901712515851,-0.5781307696083356,-0.75,-0.5,1,0,0
CUST017,0.006666666666666762,-0.19805363401691606,-0.251315735689145,-0.23745583038869195,-0.9819121447028424,-0.05990126165660976,0,1.3333333333333333,0.46153846153846156,0.538461538461538,0,0,0.5,-0.64,-0.6774193548387096,1.0,0.0,0,0,1,0,0,0,0,1,0,0,1.0,-0.8,-0.3094405771432939,-0.9819121447028425,-0.05990126165660995,-0.0685811264082259,0.07660651925587172,-0.06439635612407538,-0.23050035265467622,-0.2851210408488268,-0.5,-0.5,1,0,0
CUST018,-0.9933333333333333,0.27755338429580023,0.5437439569779541,-0.7604240282685506,-0.42377260981912146,-0.03708173340647279,0,1.0,-0.5384615384615384,-0.461538461538462,0,0,-0.8333333333333334,-0.16,-1.0,0.0,2.0,0,1,0,0,0,0,1,0,0,0,1.0,-0.8,0.2059191736614655,-0.42377260981912157,-0.037081733406472896,-0.042149023773515086,0.04673862333290671,-0.0397168103875415,0.2665054319805085,0.4291097859241002,-0.25,0.5,0,0,1
CUST019,0.8066666666666668,1.736346040169173,2.9342734133849078,0.3957597173144876,0.31007751937984496,0.27493143170597917,1,0.3333333333333333,0.46153846153846156,0.538461538461538,0,1,0.8333333333333334,0.32,-0.0967741935483871,0.0,-1.0,0,0,1,0,0,0,0,0,1,1,0.5,0.0,0.8308063881339509,0.31007751937984473,0.274931431705979,0.28552966185673717,-0.28986705409162666,0.28106881452146043,1.114107063970695,1.3103730917358807,0.0,2.5,1,0,0
CUST020,-0.12666666666666657,-0.5113715440586946,-0.011603026611063565,-0.8310954063604233,0.4754521963824289,-0.15381239714755876,0,-1.0,-0.9230769230769231,-0.9230769230769234,0,0,-0.16666666666666666,0.48,-0.16129032258064516,-2.0,0.0,0,0,0,1,0,0,1,0,0,0,-0.5,0.8,0.6021292000096604,0.4754521963824288,-0.15381239714755882,-0.18156134270824406,0.2092438266673661,-0.16795872838923295,-0.7029463064221919,-0.011488438277948643,0.25,-0.5,1,0,0
CUST021,0.006666666666666762,-0.12547087186879316,0.5902530677536068,0.4975265017667851,-0.8475452196382429,0.004168952276467623,0,0.6666666666666666,0.46153846153846156,0.538461538461538,0,0,-0.16666666666666666,0.48,0.4838709677419355,0.0,0.0,0,0,1,0,0,0,0,1,0,1,1.0,-0.8,0.8307817085974661,-0.8475452196382429,0.004168952276467389,0.004685218028462232,-0.005136578949392944,0.0044392820978662526,-0.14105636171040642,0.4582128072976421,0.0,-0.5,0,0,0
CUST022,-0.32666666666666655,0.648112405076508,0.8787142049076491,0.8650176678445236,-0.5064599483204134,1.4312671420735055,0,-0.3333333333333333,-0.9230769230769231,-0.9230769230769234,0,0,0.16666666666666666,0.64,0.4838709677419355,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0.0,-0.8,0.18684614677382794,-0.5064599483204136,1.4312671420735055,1.1545375165455016,-0.9389984410388648,1.2811399475396714,0.5495396593755685,0.6206502250282672,0.25,0.5,0,0,1
CUST023,-0.8599999999999999,0.35121337726594404,0.7894658432151195,0.24310954063604304,-0.05167958656330749,-0.10027427317608323,0,0.3333333333333333,0.46153846153846156,0.538461538461538,0,0,0.5,-0.32,-0.03225806451612903,1.0,-1.0,0,0,1,0,0,0,0,1,0,1,0.5,0.0,0.3958664862064834,-0.05167958656330764,-0.10027427317608327,-0.1163007825243168,0.13163257138986656,-0.1085164897029745,0.32840873997928643,0.5734152706592685,0.5,0.5,1,0,0
CUST024,0.1,-0.20259371248340483,-0.14264681208629748,-0.33639575971731384,0.4444444444444444,-0.0726275370268785,0,-0.6666666666666666,0.0,0.0,0,0,0.8333333333333334,0.16,0.6129032258064516,0.0,-1.0,1,0,0,0,1,0,0,0,0,0,-0.5,0.8,-0.13880024116857578,0.4444444444444443,-0.07262753702687855,-0.08348946500671016,0.0936437854620109,-0.07824012152809431,-0.2363010488846424,-0.15202466787694077,-0.5,-0.5,1,0,0
CUST025,0.6733333333333335,-0.056367215544300665,0.4756415569815984,0.31378091872791586,-0.9198966408268734,-0.46231486560614354,0,-1.0,0.46153846153846156,0.538461538461538,0,0,0.16666666666666666,-0.96,0.5483870967741935,0.0,-1.0,0,0,1,0,0,0,1,0,0,1,-0.5,-0.8,0.5530831791011981,-0.9198966408268735,-0.4623148656061436,-0.6110151806608568,0.7951157829633677,-0.5345906645767876,-0.06122300554122886,0.38478635069974626,0.5,-0.5,1,0,0
CUST026,0.3400000000000001,-0.6701883388119632,-0.7306252644855808,-0.3505300353356884,0.05167958656330749,-0.7173669775095994,0,1.0,0.46153846153846156,0.538461538461538,0,0,0.16666666666666666,-0.48,-0.7419354838709677,-1.0,-1.0,0,0,1,0,0,0,0,1,0,0,1.0,0.0,-0.6424533081190009,0.05167958656330742,-0.7173669775095994,-1.0624547737040348,1.5785587823117235,-0.8779763405335388,-1.019426895602245,-1.2102685629408585,0.5,-0.5,1,0,0
CUST027,-0.2599999999999999,-0.1211620930978565,0.4851012210833335,0.3901060070671381,-0.5581395348837209,-0.1972572682391661,1,0.3333333333333333,-0.9230769230769231,-0.9230769230769234,0,1,0.5,-0.64,0.03225806451612903,-1.0,0.0,0,0,0,1,0,0,0,1,0,1,0.5,-0.8,0.6716504499117149,-0.558139534883721,-0.19725726823916612,-0.2362824753885746,0.27648639125913427,-0.21701609496881313,-0.13593299216732077,0.39106991398597796,-0.75,-0.5,1,0,0
CUST028,0.8066666666666668,2.416914796437882,0.5557423923588279,-1.6932862190812714,-0.7131782945736435,-0.595721338453099,0,0.0,-0.9230769230769231,-0.9230769230769234,0,0,-0.8333333333333334,0.48,-0.22580645161290322,0.0,-1.0,0,0,0,1,0,0,0,1,0,0,0.0,-0.8,-0.8592601386013444,-0.7131782945736436,-0.595721338453099,-0.8332492795970023,1.156706584092563,-0.7086849481445737,1.355513221049304,0.43670542078183167,0.0,2.5,0,1,0
CUST029,0.07333333333333343,0.19470950720962174,-0.3561885832534146,-0.37879858657243753,-0.12403100775193798,0.8309380142622051,0,0.0,0.46153846153846156,0.538461538461538,0,0,-0.5,-0.8,0.4838709677419355,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,-0.7632108608709575,-0.1240310077519382,0.8309380142622048,0.7546640210000272,-0.6781310063488224,0.7919821393316582,0.19289018588758922,-0.4317647888041901,-0.5,0.5,1,0,0
CUST030,-0.19333333333333325,-0.30152975465820525,0.15472438728081628,-1.6996466431095407,-0.32041343669250644,-0.19813494240263288,0,2.6666666666666665,-0.9230769230769231,-0.9230769230769234,0,0,0.16666666666666666,-0.32,-0.16129032258064516,-2.0,0.0,0,0,0,1,0,1,0,0,0,0,1.0,-0.8,0.47913826584931263,-0.32041343669250655,-0.19813494240263307,-0.23740497312890588,0.2778868747163652,-0.21801500101403679,-0.36936404853470695,0.14256948707415382,-0.25,-0.5,1,0,0
CUST031,-0.12666666666666657,0.6353370530541874,-0.4802334079634727,-1.3964664310954058,0.12403100775193798,1.3022490400438835,0,0.0,0.46153846153846156,0.538461538461538,1,0,-1.1666666666666667,-0.16,-0.22580645161290322,1.0,-1.0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,-1.0857176646554785,0.12403100775193776,1.302249040043883,1.0756582386952582,-0.8919459485391493,1.180444263542647,0.5408416523432131,-0.6355638108106602,0.75,0.5,0,1,0
CUST032,-0.7266666666666666,0.8783288000863125,1.4296242228837084,1.1194346289752657,-0.5167958656330749,-0.7168403730115193,0,-0.3333333333333333,0.0,0.0,0,0,-0.5,-0.64,0.7419354838709677,1.0,0.0,1,0,0,0,0,0,1,0,0,1,0.0,-0.8,0.46963091641214855,-0.5167958656330751,-0.7168403730115193,-1.0613981021183614,1.5764903760734585,-0.8772187794266257,0.6958317863442064,0.8669965892661169,-0.25,1.5,1,0,0
CUST033,-1.0599999999999998,0.1388199930984029,-0.6082356253074163,-1.6996466431095407,0.49612403100775193,0.2560614371914427,1,0.3333333333333333,-0.9230769230769231,-0.9230769230769234,0,0,0.5,-0.96,-0.7419354838709677,-1.0,-1.0,0,0,0,1,0,0,1,0,0,0,0.5,0.8,-1.0370461688144668,0.4961240310077517,0.2560614371914424,0.2672930489400341,-0.27267370403341257,0.2624714138777045,0.14061210160733464,-0.8940224709285298,0.25,0.5,1,0,0
CUST034,0.1400000000000001,0.2854748388645088,1.217409651401738,-0.718021201413427,-0.9922480620155039,-0.25123422929237493,0,-0.6666666666666666,0.46153846153846156,0.538461538461538,0,0,0.8333333333333334,0.48,0.5483870967741935,0.0,-1.0,0,0,1,0,0,0,0,1,0,0,-0.5,-0.8,0.9541020856580583,-0.9922480620155041,-0.251234229292375,-0.3066284679017718,0.3659330231935806,-0.2790477595292718,0.2733169122289862,0.7801108710162116,-0.75,0.5,0,1,0
CUST035,0.9400000000000001,0.06708041625093529,-0.38250082949980313,-1.3964664310954058,0.5684754521963824,0.7563357103675263,0,0.3333333333333333,0.0,0.0,0,0,-0.16666666666666666,0.16,0.03225806451612903,-2.0,-1.0,1,0,0,0,0,0,0,0,1,0,0.5,0.8,-0.7165757298879571,0.5684754521963823,0.7563357103675261,0.6982725028565622,-0.6365447371897839,0.727125366515897,0.07011865720879994,-0.4719324336150972,0.5,0.5,0,1,0
CUST036,-1.1266666666666665,0.03105088218460793,-0.23589493211656298,-1.6996466431095407,-1.0852713178294573,1.4181020296215028,0,0.0,0.46153846153846156,0.538461538461538,0,0,-0.5,0.48,-0.03225806451612903,0.0,-1.0,0,0,1,0,0,0,0,1,0,0,0.0,-0.8,-0.5015003545954422,-1.0852713178294575,1.4181020296215028,1.1466424479187014,-0.9343796506781945,1.2709648007715926,0.03316537650572943,-0.2651703265171219,-0.75,0.5,0,1,0
CUST037,0.8733333333333334,-0.3868952753324899,0.22249236350484033,-0.5625441696113068,0.32041343669250644,1.174986286341196,0,-0.6666666666666666,-0.5384615384615384,-0.461538461538462,0,0,-0.16666666666666666,-0.96,0.6774193548387096,-1.0,-1.0,0,1,0,0,0,0,1,0,0,0,-0.5,0.0,0.7626683736126669,0.3204134366925063,1.1749862863411955,0.9943758662944199,-0.8412932010430106,1.0788903480524068,-0.4956384242883915,0.19903413358187752,0.75,-0.5,1,0,0
CUST038,0.8066666666666668,0.2582355964613349,0.45884319364832443,1.3802120141342737,-0.45478036175710596,0.32583653318705447,0,-0.6666666666666666,-0.5384615384615384,-0.461538461538462,0,0,0.16666666666666666,0.48,-0.16129032258064516,0.0,0.0,0,1,0,0,0,0,1,0,0,1,-0.5,-0.8,0.13024364949096537,-0.45478036175710607,0.32583653318705413,0.33383941421082564,-0.3345944708639043,0.33077346525396417,0.24973244107489884,0.3735234607286491,-0.75,0.5,1,0,0
CUST039,-0.5933333333333333,-0.033000960451934035,0.4117445537868307,0.29964664310954126,-0.38242894056847543,0.16302797586396064,0,0.0,0.46153846153846156,0.538461538461538,0,0,-0.16666666666666666,0.48,0.22580645161290322,0.0,2.0,0,0,1,0,0,0,1,0,0,1,0.0,-0.8,0.43073825873235305,-0.38242894056847565,0.16302797586396053,0.17462867610034014,-0.18261631856645205,0.1693569036471637,-0.03530499428651655,0.34120789693812703,0.75,-0.5,0,0,1
CUST040,0.3400000000000001,2.2828391531818992,2.93844503061649,-0.5766784452296814,-1.1059431524547803,-0.2437739989029071,0,0.3333333333333333,-0.9230769230769231,-0.9230769230769234,0,0,-1.1666666666666667,-0.64,-1.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0.5,-0.8,0.4611382372275079,-1.1059431524547805,-0.24377399890290719,-0.29674348078950324,0.35315565640950175,-0.27040053559394456,1.3124425094850187,1.3113176407545934,0.25,2.5,1,0,0
CUST041,-0.8599999999999999,1.5276769351670327,2.93844503061649,0.3279151943462904,0.24806201550387597,1.0170049369171696,0,0.0,-0.5384615384615384,-0.461538461538462,0,0,-0.16666666666666666,0.48,-0.6129032258064516,-2.0,0.0,0,1,0,0,0,0,0,1,0,1,0.0,0.0,1.010273384430934,0.24806201550387574,1.017004936917169,0.888182286425329,-0.7716381445872621,0.9495092582483673,1.0266555684930385,1.3113176407545934,0.25,1.5,1,0,0
CUST042,-0.08666666666666648,0.31219508405952806,-0.025415291140669618,-1.453003533568904,-0.8165374677002584,0.661108063631377,0,0.6666666666666666,0.46153846153846156,0.538461538461538,0,0,-0.5,0.48,0.03225806451612903,1.0,0.0,0,0,1,0,0,1,0,0,0,0,1.0,-0.8,-0.4610931086061928,-0.8165374677002586,0.6611080636313768,0.6236724914128238,-0.579526329576498,0.6428179268622722,0.2960142987432206,-0.025417456211098508,-0.25,0.5,1,0,0
CUST043,0.47333333333333344,-0.4072930036855034,-0.03093198820660449,-0.33639575971731384,0.165374677002584,0.35128908392759195,0,-0.6666666666666666,0.0,0.0,0,0,0.16666666666666666,0.64,0.41935483870967744,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,-0.5,0.0,0.35288754978689046,0.16537467700258382,0.35128908392759184,0.3575247960470407,-0.35609632204977965,0.35537764725897186,-0.5275933586278952,-0.03103495921287252,0.75,-0.5,0,1,0
CUST044,-0.39333333333333326,-0.5656168504465646,-0.7306252644855808,0.0028268551236755543,0.2997416020671835,0.2152495885902359,1,-0.3333333333333333,-0.5384615384615384,-0.461538461538462,0,0,0.8333333333333334,-0.8,-0.41935483870967744,-2.0,0.0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,-0.7621901468961568,0.29974160206718337,0.21524958859023574,0.22721895612111168,-0.23428541250863966,0.2219205494863316,-0.803593763395747,-1.2102685629408585,-0.25,-0.5,0,0,1
CUST045,-1.1266666666666665,1.0686536208929522,1.4952007587150018,-0.15265017667844458,0.537467700258398,1.5619089413055396,0,0.6666666666666666,0.0,0.0,0,0,0.8333333333333334,0.32,0.22580645161290322,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1.0,0.8,0.3582945237777305,0.5374677002583977,1.5619089413055394,1.231092227594372,-0.9827672999988627,1.3809323693345785,0.8037633680664724,0.8921623820028523,-0.75,1.5,1,0,0
CUST046,1.1400000000000001,0.21748699944058308,-0.2600897149382348,0.6106007067137815,0.25839793281653745,-0.09676357652221605,0,1.0,0.46153846153846156,0.538461538461538,0,0,0.16666666666666666,-0.48,-0.6774193548387096,-1.0,0.0,0,0,1,0,0,0,0,1,0,1,1.0,0.0,-0.6642505354681015,0.25839793281653733,-0.09676357652221616,-0.112101545717325,0.12673266311144069,-0.10465634938994788,0.2135759649256963,-0.29664332364641255,0.75,0.5,0,0,1
CUST047,-0.19333333333333325,0.3881301382338136,0.682497219750685,0.21484098939929394,-0.5478036175710594,-0.3640153592978604,0,-0.6666666666666666,-0.9230769230769231,-0.9230769230769234,0,0,-0.5,0.0,-0.22580645161290322,1.0,0.0,0,0,0,1,0,0,0,1,0,1,-0.5,-0.8,0.24076248186788413,-0.5478036175710596,-0.36401535929786044,-0.46295438179211407,0.5774422765205841,-0.41284407954242575,0.35827267046300587,0.513359921046811,-0.5,0.5,0,0,0
CUST048,0.9400000000000001,-0.7992236177510591,-0.5429635901812189,-0.0028268551236739475,0.32041343669250644,-0.43247394404827194,0,0.3333333333333333,0.0,0.0,0,1,-0.16666666666666666,-0.8,-0.6774193548387096,0.0,-1.0,1,0,0,0,0,0,0,1,0,0,0.5,0.0,0.05866981358249186,0.3204134366925063,-0.4324739440482721,-0.5647899803152456,0.7252589730154125,-0.49708797378817215,-1.3362660893550318,-0.7549024321736056,-0.25,-0.5,1,0,0
CUST049,0.4066666666666668,0.792281086214369,0.7597363380291003,-0.6897526501766778,0.49612403100775193,-0.30740537575425103,0,-0.6666666666666666,0.0,0.0,0,0,-0.8333333333333334,-0.64,0.6129032258064516,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,-0.5,0.8,-0.03884486271224458,0.4961240310077517,-0.3074053757542512,-0.382820502223198,0.46676743932762155,-0.3449477843165467,0.6433501175941359,0.5571173688901353,0.5,0.5,0,1,0
CUST050,0.6733333333333335,0.36711676682984606,0.5476194407979431,0.7095406360424035,-0.5167958656330749,-0.09808008776741632,0,-0.6666666666666666,-0.5384615384615384,-0.461538461538462,0,0,0.8333333333333334,0.0,-0.16129032258064516,1.0,-1.0,0,1,0,0,0,0,1,0,0,1,-0.5,-0.8,0.11770474343628838,-0.5167958656330751,-0.09808008776741649,-0.11367513171664675,0.12856749699771197,-0.10610336832756508,0.34136545465308776,0.4315699487817207,0.0,0.5,1,0,0
CUST051,0.6066666666666668,-0.5647830587605369,0.011603026611063823,1.3455830388692587,1.3643410852713178,-0.6712013165112449,1,-0.6666666666666666,0.46153846153846156,0.538461538461538,0,0,0.5,0.8,-1.0,-1.0,-1.0,0,0,1,0,0,0,1,0,0,1,-0.5,0.8,0.777708651587923,1.3643410852713178,-0.6712013165112449,-0.97206052709778,1.4058593254969103,-0.81241310231672,-0.8019930059604005,0.011488438277948642,-0.75,-0.5,1,0,0
CUST052,-0.7933333333333332,-0.2561810322959244,0.3241466948894785,-0.9300353356890453,0.6201550387596899,-0.7173669775095994,1,0.0,-0.9230769230769231,-0.9230769230769234,0,0,0.5,0.8,0.0967741935483871,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0.0,0.8,0.6695993138087368,0.6201550387596897,-0.7173669775095994,-1.0624547737040348,1.5785587823117235,-0.8779763405335388,-0.3067389898605999,0.278010308150478,-0.5,-0.5,1,0,0
CUST053,-0.39333333333333326,0.21821280068768484,0.3799348148310915,-0.8593639575971725,-0.8475452196382429,0.15425123422929238,0,-0.6666666666666666,-0.5384615384615384,-0.461538461538462,0,0,-0.5,-0.48,-0.03225806451612903,-1.0,-1.0,0,1,0,0,0,1,0,0,0,0,-0.5,-0.8,0.0812984611460022,-0.8475452196382429,0.15425123422929216,0.16563986388045235,-0.17363557065378005,0.16044603526555623,0.21422941539650975,0.3187409292035448,0.25,0.5,0,0,1
CUST054,-0.12666666666666657,0.7614940417612106,0.37275667295285564,1.0911660777385166,0.041343669250646,-0.5772901810202961,0,-0.3333333333333333,-0.9230769230769231,-0.9230769230769234,1,0,-0.5,-0.48,-1.0,1.0,0.0,0,0,0,1,0,0,0,1,0,1,0.0,0.0,-0.3615393493291428,0.04134366925064585,-0.5772901810202961,-0.8008933153897116,1.1012940888700458,-0.6839625883918293,0.6239593179490808,0.31359672016547735,0.75,0.5,1,0,0
CUST055,-0.05999999999999991,-0.15359239146118622,0.6707314697135407,-0.2515901060070665,-0.6718346253229974,-0.004168952276467311,1,-1.0,0.46153846153846156,0.538461538461538,0,0,0.5,0.8,0.5483870967741935,-1.0,0.0,0,0,1,0,0,0,1,0,0,0,-0.5,-0.8,1.0013744740636263,-0.6718346253229975,-0.004168952276467389,-0.004685218028461419,0.005136578949393202,-0.004439282097866751,-0.17499491031511746,0.5065069189020102,-0.5,-0.5,0,0,1
